,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
158,Compton Early College High,1,0,60.0,40.0,57101,8439,0.06017725853560278,0.3497834625843489,0.1192970087622117,0.02593413233961124
159,Compton High,1,0,96.0,79.0,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
160,Dominguez High,1,0,84.0,65.0,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
161,Lifeline Education Charter,1,1,17.0,8.0,53683,12074,0.0650810245687402,0.3355658651332985,0.09690277051751175,0.01052012545739676
162,Clayton Valley Charter High,1,1,164.0,94.0,104141,15977,0.007617884349586963,0.1965864163800585,0.4020442930153322,0.13284690302465366
163,Concord High,1,0,59.0,36.0,104141,15977,0.007617884349586963,0.1965864163800585,0.4020442930153322,0.13284690302465366
164,Mt. Diablo High,1,0,42.0,29.0,68756,13416,0.03969673405909798,0.23709175738724728,0.2619751166407465,0.08215396578538102
165,Ygnacio Valley High,1,0,33.0,24.0,95961,10548,0.014802395209580838,0.17576047904191616,0.3946347305389222,0.14883832335329342
166,Corcoran High,1,0,26.0,20.0,42983,4014,0.025066464109380935,0.3301050765919737,0.06716040005063932,0.012153437143942271
167,Corning High,1,0,7.0,4.0,45455,5262,0.039064871976520595,0.3828559862362109,0.1384475255540937,0.024896265560165973
168,Centennial High,1,0,200.0,143.0,119023,9318,0.011606036974173128,0.22601954218083398,0.32157438414606176,0.1270700490848204
169,Corona High,1,0,113.0,76.0,85819,20790,0.020902434445209336,0.29499134280409706,0.28088950080313746,0.07476479546070884
170,Santiago High,1,0,294.0,209.0,119023,9318,0.011606036974173128,0.22601954218083398,0.32157438414606176,0.1270700490848204
171,Coronado High,1,0,136.0,82.0,108992,8672,0.005427491157458227,0.0889132821075741,0.40992804000487865,0.3212586900841566
172,Costa Mesa High,1,0,65.0,42.0,95175,19114,0.023567666344190046,0.17209502311082447,0.3947382564764055,0.1256046436633344
173,Early College High,1,0,22.0,8.0,95175,19114,0.023567666344190046,0.17209502311082447,0.3947382564764055,0.1256046436633344
174,Estancia High,1,0,62.0,36.0,85585,21706,0.019456057334497175,0.20544861487572932,0.32484954288602014,0.12045757339091286
175,Monte Vista High/Cloud Campus,1,0,4.0,,85585,21706,0.019456057334497175,0.20544861487572932,0.32484954288602014,0.12045757339091286
176,West Valley Early College High,1,0,13.0,11.0,63606,5850,0.017666157372039724,0.2556340718105424,0.2975553857906799,0.032467532467532464
177,Charter Oak High,1,0,84.0,50.0,84679,8448,0.015372750642673521,0.25470437017994857,0.3394858611825193,0.08848329048843187
178,Covina High,1,0,76.0,45.0,70428,5802,0.01831849995679599,0.3334485440248855,0.19001123304242634,0.07120020737924479
179,Gladstone High,1,0,23.0,16.0,82441,10019,0.02803893145578795,0.32362808034789814,0.22311037481880305,0.0693725408987368
180,Northview High,1,0,81.0,51.0,82441,10019,0.02803893145578795,0.32362808034789814,0.22311037481880305,0.0693725408987368
181,Del Norte High,1,0,15.0,13.0,48635,8364,0.02107313617850186,0.37034413552918954,0.17065108317100525,0.05566377427542648
182,John Swett High,1,0,21.0,17.0,89630,1434,0.010808646917534028,0.19735788630904724,0.3742994395516413,0.1433146517213771
183,Elizabeth Learning Center,1,0,37.0,17.0,46109,24232,0.06309613611600033,0.3225714525186489,0.09642108792221943,0.01215321431564831
184,Culver City High,1,0,239.0,130.0,87469,13670,0.017926637409952803,0.14337169826943777,0.3353067814854682,0.2537467914217107
185,Cupertino High,1,0,383.0,285.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
186,Homestead High,1,0,387.0,264.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
187,Monta Vista High,1,0,484.0,378.0,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
188,Cypress High,1,0,272.0,159.0,102263,15933,0.02862494877948838,0.1721887256336709,0.39796874085348005,0.16656910378739098
189,Oxford Academy,1,0,175.0,134.0,102263,15933,0.02862494877948838,0.1721887256336709,0.39796874085348005,0.16656910378739098
190,Jefferson High,1,0,57.0,32.0,98879,14171,0.05219846067804735,0.2578763748701696,0.33460278569336066,0.07653998774934086
191,Summit Public School: Shasta,1,1,84.0,54.0,100208,20542,0.024190562389435143,0.20208170485868268,0.41597070802649444,0.09388242070185543
192,Westmoor High,1,0,73.0,43.0,100208,20542,0.024190562389435143,0.20208170485868268,0.41597070802649444,0.09388242070185543
193,Dana Hills High,1,0,188.0,106.0,105014,11595,0.012562448464859096,0.12625503225493526,0.42983945287869235,0.2257360430712519
194,Monte Vista High,1,0,309.0,188.0,163801,12647,0.004783258594917788,0.09122357463164638,0.4893444373265001,0.24151185137732223
195,San Ramon Valley High,1,0,194.0,101.0,163801,12647,0.004783258594917788,0.09122357463164638,0.4893444373265001,0.24151185137732223
196,Da Vinci Charter Academy,1,1,31.0,23.0,61213,17999,0.0027610008628127696,0.06993097497842968,0.3609577221742882,0.4339948231233822
197,Davis School for Independent Study,1,0,7.0,3.0,61213,17999,0.0027610008628127696,0.06993097497842968,0.3609577221742882,0.4339948231233822
198,Davis Senior High,1,0,326.0,238.0,61213,17999,0.0027610008628127696,0.06993097497842968,0.3609577221742882,0.4339948231233822
199,Cesar E. Chavez High,1,0,55.0,46.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
200,Delano High,1,0,42.0,33.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
201,Robert F. Kennedy High,1,0,38.0,29.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
202,Wonderful College Prep Academy,1,1,51.0,49.0,46752,12230,0.05678215085667743,0.323617534979783,0.10059051109753614,0.01378828868138581
203,Delhi High,1,0,58.0,46.0,62533,3777,0.04038484380567763,0.2873262857821594,0.16807221760304075,0.032189096092172464
204,Denair High,1,0,3.0,3.0,82275,2542,0.041772896646401256,0.377721121788586,0.21690527554422437,0.030398117277897627
205,Desert Hot Springs High,1,0,56.0,37.0,40456,12955,0.03880122221757147,0.34833200786907204,0.1729103009501486,0.055292788079193
206,Diamond Bar High,1,0,397.0,302.0,101161,14874,0.024235975645800083,0.14940592303599928,0.435419991724301,0.19403558550570432
207,Dinuba High,1,0,58.0,44.0,46804,8294,0.057888895379403005,0.30398971902564403,0.15993924878789648,0.03715170278637771
208,Dixon High,1,0,49.0,31.0,80080,7521,0.02828038182077219,0.27589400199458614,0.22104288360165267,0.06710357600797834
209,Dos Palos High,1,0,12.0,8.0,45257,2621,0.03159676509309761,0.31070152341545987,0.13616701147263494,0.043257476020312206
210,Downey High,1,0,237.0,162.0,72274,13304,0.03094423123465754,0.28250873007640975,0.2500086436400097,0.07959063720914152
211,Warren (Earl) High,1,0,227.0,173.0,72274,13304,0.03094423123465754,0.28250873007640975,0.2500086436400097,0.07959063720914152
213,California School of the Arts - San Gabriel Valley,1,1,106.0,64.0,83051,7963,0.030566297610849183,0.25703236743126556,0.27901679292260423,0.10012184139428934
214,Duarte High,1,0,30.0,17.0,83051,7963,0.030566297610849183,0.25703236743126556,0.27901679292260423,0.10012184139428934
215,Dublin High,1,0,442.0,315.0,148083,19065,0.010281480734823475,0.12136179220321044,0.44250686692034374,0.27147645087316985
