,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
825,Saint Joseph Notre Dame High School,0,0,32.0,20.0,96014,25477,0.019494569669978784,0.15013759636997667,0.39337856857761067,0.2186416822469172
826,Tilden Preparatory School,0,0,6.0,3.0,107669,8129,0.007413897688211902,0.08755139179079328,0.37453663139448673,0.4078991709914403
827,Ramona Convent Secondary School,0,0,17.0,12.0,66169,10106,0.04951091743544574,0.23605767001993416,0.30559547540679616,0.11116777154513004
828,Pasadena Waldorf High School,0,0,5.0,3.0,104577,12460,0.02033333333333333,0.1605925925925926,0.3148518518518518,0.23155555555555554
829,Arroyo Pacific Academy,0,0,5.0,4.0,105011,10433,0.022168249061603,0.16714506513579155,0.4300287039081475,0.20154559505409583
830,St. John Bosco High School,0,0,26.0,10.0,63848,22998,0.042512576803006505,0.30397088942355494,0.21530691376190572,0.04664850569684437
831,Saint Mary's College High School,0,0,56.0,31.0,107669,8129,0.007413897688211902,0.08755139179079328,0.37453663139448673,0.4078991709914403
832,International School of Los Angeles-BB,0,0,9.0,5.0,85086,7544,0.02292910176153734,0.17608094336875818,0.4243703595865483,0.10649293929247343
833,Providence High School,0,0,31.0,14.0,89021,12533,0.007253748507231633,0.16891503383608297,0.41828475385908265,0.1460480339687735
834,Viewpoint School,0,0,31.0,22.0,149724,9949,0.002849002849002849,0.10105896898349728,0.4097188625490512,0.30247809493092515
835,Pacific Ridge School,0,0,30.0,19.0,138138,16258,0.014002478314745973,0.08785625774473359,0.42326517967781907,0.2681536555142503
836,Jesuit High School,0,0,30.0,21.0,67766,25581,0.014043274416147564,0.2415311131165944,0.31311219211551583,0.13655873742598665
837,Valley Christian High School,0,0,10.0,6.0,108844,15496,0.017876237216571163,0.15118032517204508,0.43563732075782086,0.18476681380747403
838,Mater Dei Catholic High School,0,0,33.0,21.0,113415,14899,0.03556472658857802,0.1901438368635067,0.38675122898585906,0.12687382411846818
839,The Webb Schools,0,0,20.0,8.0,100598,12211,0.010027043894320782,0.126190971499896,0.34674433118369047,0.3021427085500312
840,Carondelet High School,0,0,38.0,20.0,95961,10548,0.014802395209580838,0.17576047904191616,0.3946347305389222,0.14883832335329342
841,Futures Academy - Cupertino,0,0,5.0,,179702,21199,0.009421459723862076,0.05811908146791644,0.3860388906291415,0.46220572998241005
842,The Athenian School,0,0,34.0,14.0,200726,9274,0.0039759295078444015,0.08419299376746185,0.48071136900924133,0.2956157317859445
843,Valley Christian Middle / Senior High School,0,0,6.0,3.0,148083,19065,0.010281480734823475,0.12136179220321044,0.44250686692034374,0.27147645087316985
844,Vistamar School,0,0,17.0,7.0,115846,6645,0.006639004149377593,0.1249792531120332,0.4004149377593361,0.2191701244813278
845,"Grauer School, The",0,0,9.0,4.0,125458,19371,0.009749488616741492,0.10365805063358394,0.4451026751321627,0.2583216002975321
846,Crespi Carmelite High School,0,0,22.0,11.0,76088,12815,0.014033241240187695,0.17699425514186728,0.3803446914879621,0.1956321536639916
847,Sacramento Waldorf School,0,0,12.0,6.0,89923,15996,0.007325519445924348,0.15843100692594567,0.37976158763985085,0.16502397442727756
848,Alsion Montessori Middle/High,0,0,4.0,3.0,188596,16458,0.007262525890773708,0.08979837969638971,0.37731050575496183,0.4026900186151386
849,Fremont Christian School,0,0,24.0,20.0,132568,24879,0.01740765109502773,0.1922361124165805,0.3811636431995488,0.22494595356706457
850,St. Lucy's Priory High School,0,0,11.0,4.0,108750,8688,0.008206457186049022,0.19706295216499298,0.3753914264118346,0.18469927653601123
851,California Crosspoint Academy,0,0,26.0,23.0,88764,9668,0.029421570261710286,0.2820470078346391,0.31463577262877146,0.0848058009668278
852,Moreau Catholic High School,0,0,78.0,56.0,89657,22482,0.035299599291771504,0.3348802534712515,0.24890504146864226,0.057124219550834035
853,St. Mary's Academy,0,0,6.0,3.0,51498,12254,0.05301455301455302,0.2717332717332717,0.19003619003619004,0.04115654115654116
854,TVT Community Day School,0,0,4.0,3.0,170781,7005,0.0008472182999152782,0.057328438294267155,0.45537983620446204,0.3775769556622423
